chrom	pos	rsid	rsid_reported	gene	tissue	source	cis_trans	CHR_ID	CHR_POS	MAPPED_GENE	CONTEXT	P-VALUE	DISEASE/TRAIT	PUBMEDID
7	27159136.0	rs6969780	rs6969780	HOXA9	whole blood	Westra et al.	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	rs6969780	HOXA9	whole blood	Westra et al.	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	rs6969780	MIR196B	whole blood	Joehanes et al.	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	rs6969780	MIR196B	whole blood	Joehanes et al.	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	rs6969780	MIR196B	whole blood	Joehanes et al.	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	rs6969780	SKAP2	whole blood	Joehanes et al.	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	rs6969780	SKAP2	whole blood	Joehanes et al.	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	rs6969780	SKAP2	whole blood	Joehanes et al.	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	rs6969780	HOXA2	whole blood	Joehanes et al.	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	rs6969780	HOXA2	whole blood	Joehanes et al.	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	rs6969780	HOXA2	whole blood	Joehanes et al.	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Thyroid	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Thyroid	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Thyroid	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Esophagus_Muscularis	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Esophagus_Muscularis	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Esophagus_Muscularis	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOXA5	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOXA5	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOXA5	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOXA2	Nerve_Tibial	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOXA2	Nerve_Tibial	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOXA2	Nerve_Tibial	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Lung	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Lung	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Lung	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOXA3	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOXA3	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOXA3	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOXA2	Adipose_Subcutaneous	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOXA2	Adipose_Subcutaneous	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOXA2	Adipose_Subcutaneous	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOXA2	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOXA2	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOXA2	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOXA2	Artery_Tibial	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOXA2	Artery_Tibial	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOXA2	Artery_Tibial	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Skin_Sun_Exposed_Lower_leg	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Skin_Sun_Exposed_Lower_leg	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Skin_Sun_Exposed_Lower_leg	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Artery_Aorta	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Artery_Aorta	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Artery_Aorta	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Adipose_Visceral_Omentum	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Adipose_Visceral_Omentum	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Adipose_Visceral_Omentum	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Muscle_Skeletal	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Muscle_Skeletal	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Muscle_Skeletal	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Stomach	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Stomach	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Stomach	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Artery_Tibial	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Artery_Tibial	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Artery_Tibial	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Esophagus_Gastroesophageal_Junction	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Esophagus_Gastroesophageal_Junction	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Esophagus_Gastroesophageal_Junction	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Adipose_Subcutaneous	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Adipose_Subcutaneous	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Adipose_Subcutaneous	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOXA6	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOXA6	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOXA6	Cells_Transformed_fibroblasts	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Esophagus_Mucosa	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Esophagus_Mucosa	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Esophagus_Mucosa	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Skin_Not_Sun_Exposed_Suprapubic	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Skin_Not_Sun_Exposed_Suprapubic	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	2e-07	Blood pressure traits (multi-trait analysis)	28498854
7	27159136.0	rs6969780	.	HOTAIRM1	Skin_Not_Sun_Exposed_Suprapubic	GTEx_v6	cis	7	27119517	HOXA3	splice_region_variant	1e-08	Blood pressure traits (multi-trait analysis)	28498854
7	46008110.0	rs11977526	rs11977526	IGFBP3	whole blood	Westra et al.	cis	7	45968511	LOC102723446	upstream_gene_variant	7e-16	Blood pressure traits (multi-trait analysis)	28498854
7	46008110.0	rs11977526	rs11977526	IGFBP3	whole blood	Joehanes et al.	cis	7	45968511	LOC102723446	upstream_gene_variant	7e-16	Blood pressure traits (multi-trait analysis)	28498854
8	10071620.0	rs11775334	rs11775334	MSRA	whole blood	Westra et al.	cis	8	10214110	MSRA	intron_variant	4e-06	Hypertension	19430479
8	10071620.0	rs11775334	rs11775334	CTSB	whole blood	Joehanes et al.	trans	8	10214110	MSRA	intron_variant	4e-06	Hypertension	19430479
8	10071620.0	rs11775334	rs11775334	ERI1	whole blood	Joehanes et al.	trans	8	10214110	MSRA	intron_variant	4e-06	Hypertension	19430479
8	10071620.0	rs11775334	.	AF131215.9	Thyroid	GTEx_v6	cis	8	10214110	MSRA	intron_variant	4e-06	Hypertension	19430479
8	10071620.0	rs11775334	.	AF131215.9	Lung	GTEx_v6	cis	8	10214110	MSRA	intron_variant	4e-06	Hypertension	19430479
8	10071620.0	rs11775334	.	AF131215.9	Esophagus_Mucosa	GTEx_v6	cis	8	10214110	MSRA	intron_variant	4e-06	Hypertension	19430479
8	10071620.0	rs11775334	.	AF131215.9	Nerve_Tibial	GTEx_v6	cis	8	10214110	MSRA	intron_variant	4e-06	Hypertension	19430479
8	10071620.0	rs11775334	.	AF131215.9	Pancreas	GTEx_v6	cis	8	10214110	MSRA	intron_variant	4e-06	Hypertension	19430479
10	104594507.0	rs1004467	rs1004467	C10orf32	whole blood	Westra et al.	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	rs1004467	SFXN2	whole blood	Westra et al.	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	rs1004467	ARL3	whole blood	Westra et al.	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	rs1004467	NT5C2	whole blood	Jansen et al.	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	rs1004467	CYP17A1-AS1	whole blood	Joehanes et al.	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	rs1004467	WBP1L	whole blood	Joehanes et al.	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	rs1004467	AS3MT	whole blood	Joehanes et al.	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	rs1004467	C10orf32-AS3MT	whole blood	Joehanes et al.	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	rs1004467	NT5C2	whole blood	Joehanes et al.	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	.	WBP1L	Thyroid	GTEx_v6	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	.	AS3MT	Pancreas	GTEx_v6	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	.	MARCKSL1P1	Adipose_Subcutaneous	GTEx_v6	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	.	MARCKSL1P1	Artery_Aorta	GTEx_v6	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	.	CYP17A1-AS1	Testis	GTEx_v6	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	.	TMEM180	Adipose_Visceral_Omentum	GTEx_v6	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	.	NT5C2	Testis	GTEx_v6	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	.	MARCKSL1P1	Esophagus_Mucosa	GTEx_v6	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	.	AS3MT	Thyroid	GTEx_v6	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104594507.0	rs1004467	.	AS3MT	Skin_Not_Sun_Exposed_Suprapubic	GTEx_v6	cis	10	102834750	CYP17A1	non_coding_transcript_exon_variant	1e-10	Systolic blood pressure	19430479
10	104595849.0	rs3824755	rs3824755	SFXN2	whole blood	Westra et al.	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	rs3824755	C10orf32	whole blood	Westra et al.	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	rs3824755	ARL3	whole blood	Westra et al.	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	rs3824755	NT5C2	whole blood	Jansen et al.	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	rs3824755	CYP17A1-AS1	whole blood	Joehanes et al.	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	rs3824755	WBP1L	whole blood	Joehanes et al.	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	rs3824755	NT5C2	whole blood	Joehanes et al.	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	rs3824755	C10orf32-AS3MT	whole blood	Joehanes et al.	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	rs3824755	AS3MT	whole blood	Joehanes et al.	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	.	AS3MT	Skin_Not_Sun_Exposed_Suprapubic	GTEx_v6	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	.	MARCKSL1P1	Esophagus_Mucosa	GTEx_v6	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	.	AS3MT	Pancreas	GTEx_v6	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	.	MARCKSL1P1	Adrenal_Gland	GTEx_v6	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	.	MARCKSL1P1	Adipose_Subcutaneous	GTEx_v6	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	.	AS3MT	Thyroid	GTEx_v6	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	.	MARCKSL1P1	Artery_Aorta	GTEx_v6	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	.	NT5C2	Testis	GTEx_v6	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	.	CYP17A1-AS1	Testis	GTEx_v6	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	.	ARL3	Artery_Aorta	GTEx_v6	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	.	AS3MT	Skin_Sun_Exposed_Lower_leg	GTEx_v6	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	.	ARL3	Cells_Transformed_fibroblasts	GTEx_v6	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	.	WBP1L	Thyroid	GTEx_v6	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104595849.0	rs3824755	.	TMEM180	Adipose_Visceral_Omentum	GTEx_v6	cis	10	102836092	CYP17A1	intron_variant	1e-06	Blood pressure	24001895
10	104616663.0	rs4409766	rs4409766	C10orf32	whole blood	Westra et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	7e-13	Hypertension	25249183
10	104616663.0	rs4409766	rs4409766	C10orf32	whole blood	Westra et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-17	Systolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	C10orf32	whole blood	Westra et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-13	Diastolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	ARL3	whole blood	Westra et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	7e-13	Hypertension	25249183
10	104616663.0	rs4409766	rs4409766	ARL3	whole blood	Westra et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-17	Systolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	ARL3	whole blood	Westra et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-13	Diastolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	SFXN2	whole blood	Westra et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	7e-13	Hypertension	25249183
10	104616663.0	rs4409766	rs4409766	SFXN2	whole blood	Westra et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-17	Systolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	SFXN2	whole blood	Westra et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-13	Diastolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	NT5C2	whole blood	Westra et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	7e-13	Hypertension	25249183
10	104616663.0	rs4409766	rs4409766	NT5C2	whole blood	Westra et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-17	Systolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	NT5C2	whole blood	Westra et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-13	Diastolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	NT5C2	whole blood	Jansen et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	7e-13	Hypertension	25249183
10	104616663.0	rs4409766	rs4409766	NT5C2	whole blood	Jansen et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-17	Systolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	NT5C2	whole blood	Jansen et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-13	Diastolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	C10orf32-AS3MT	whole blood	Joehanes et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	7e-13	Hypertension	25249183
10	104616663.0	rs4409766	rs4409766	C10orf32-AS3MT	whole blood	Joehanes et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-17	Systolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	C10orf32-AS3MT	whole blood	Joehanes et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-13	Diastolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	NT5C2	whole blood	Joehanes et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	7e-13	Hypertension	25249183
10	104616663.0	rs4409766	rs4409766	NT5C2	whole blood	Joehanes et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-17	Systolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	NT5C2	whole blood	Joehanes et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-13	Diastolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	AS3MT	whole blood	Joehanes et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	7e-13	Hypertension	25249183
10	104616663.0	rs4409766	rs4409766	AS3MT	whole blood	Joehanes et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-17	Systolic blood pressure	25249183
10	104616663.0	rs4409766	rs4409766	AS3MT	whole blood	Joehanes et al.	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-13	Diastolic blood pressure	25249183
10	104616663.0	rs4409766	.	MARCKSL1P1	Esophagus_Mucosa	GTEx_v6	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	7e-13	Hypertension	25249183
10	104616663.0	rs4409766	.	MARCKSL1P1	Esophagus_Mucosa	GTEx_v6	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-17	Systolic blood pressure	25249183
10	104616663.0	rs4409766	.	MARCKSL1P1	Esophagus_Mucosa	GTEx_v6	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-13	Diastolic blood pressure	25249183
10	104616663.0	rs4409766	.	MARCKSL1P1	Adipose_Subcutaneous	GTEx_v6	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	7e-13	Hypertension	25249183
10	104616663.0	rs4409766	.	MARCKSL1P1	Adipose_Subcutaneous	GTEx_v6	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-17	Systolic blood pressure	25249183
10	104616663.0	rs4409766	.	MARCKSL1P1	Adipose_Subcutaneous	GTEx_v6	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	6e-13	Diastolic blood pressure	25249183
10	104616663.0	rs4409766	.	AS3MT	Pancreas	GTEx_v6	cis	10	102856906	C10orf32, C10orf32-ASMT	intron_variant	7e-13	Hypertension	25249183
