gene	geneid	associationtype	Original DB	Sentence in the supporting publication	PMID	Protein Class	Gene Full Name	CUI	Disease	HPO Term	CUI	Disease	Semantic Type	mesh	Disease Class	DO Class	Type	omim	Type	Score	PMID Year
TRPV1	7442	AlteredExpression	BEFREE	Functional <span class= gene  id= 24210884-13-11-16 >TRPV1</span> channels are present in the human airway epithelium and overexpressed in the airways of patients with refractory <span class= disease  id= 24210884-13-130-136 >asthma</span>.	24210884	transporter	transient receptor potential cation channel subfamily V member 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006737144536068	2013
TRPV1	7442	AlteredExpression	BEFREE	Blocking of 13-S-HODE activity or disruption of <span class= gene  id= 23443229-7-48-53 >TRPV1</span> activity attenuated airway injury and <span class= disease  id= 23443229-7-92-98 >asthma</span> mimicking features in murine allergic airway inflammation.	23443229	transporter	transient receptor potential cation channel subfamily V member 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006737144536068	2013
TRPV1	7442	AlteredExpression	BEFREE	Our data suggest that genetically determined level of <span class= gene  id= 20639579-9-54-59 >TRPV1</span> activity is relevant for <span class= disease  id= 20639579-9-85-91 >asthma</span> pathophysiology.	20639579	transporter	transient receptor potential cation channel subfamily V member 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006737144536068	2010
TRPV1	7442	AlteredExpression	BEFREE	The levels of <span class= gene  id= 25585038-8-14-19 >TRPV1</span> gene expression and Th1/Th2 cytokines have a close relationship with <span class= disease  id= 25585038-8-89-95 >asthma</span> onset in children, which provides theoretical evidences for molecular targeted treatment in children with <span class= disease  id= 25585038-8-202-218 >bronchial asthma</span>.	25585038	transporter	transient receptor potential cation channel subfamily V member 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006737144536068	2014
CXCR4	7852	AlteredExpression	BEFREE	The <span class= gene  id= 23632297-6-4-22 >chemokine receptor</span> expression profile was determined on Treg cells recruited into the human airway after bronchoscopic segmental allergen challenge of <span class= disease  id= 23632297-6-155-164 >asthmatic</span> patients.	23632297	cell adhesion molecule; phosphatase; hydrolase; defense/immunity protein; receptor	C-X-C motif chemokine receptor 4	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006737144536068	2013
PTGS1	5742	AlteredExpression	BEFREE	<span class= gene  id= 18753249-0-0-5 >COX-1</span>, and not COX-2 activity, regulates airway function: relevance to aspirin-sensitive <span class= disease  id= 18753249-0-89-95 >asthma</span>.	18753249	oxidoreductase	prostaglandin-endoperoxide synthase 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006513574909167	2008
PTGS1	5742	AlteredExpression	BEFREE	The immunosuppressive activity of PMN-MDSCs was diminished in both allergen-challenged <span class= gene  id= 24948368-11-87-92 >COX-1</span> KO mice and patients with AIA, probably through an EP4-mediated signaling pathway, indicating that activation of PMN-MDSCs might be a promising therapeutic strategy for <span class= disease  id= 24948368-11-262-268 >asthma</span>, particularly AIA.	24948368	oxidoreductase	prostaglandin-endoperoxide synthase 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006513574909167	2014
PTGS1	5742	AlteredExpression	BEFREE	Alternative splicing of <span class= gene  id= 17508966-0-24-40 >cyclooxygenase-1</span> gene: altered expression in leucocytes from patients with <span class= disease  id= 17508966-0-99-115 >bronchial asthma</span> and association with aspirin-induced 15-HETE release.	17508966	oxidoreductase	prostaglandin-endoperoxide synthase 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006513574909167	2007
PTGS1	5742	AlteredExpression	BEFREE	Our aim was to investigate the expression of <span class= gene  id= 17622692-3-45-50 >COX-1</span> and COX-2 mRNA in primary human bronchial epithelial cells (HBEC) isolated from <span class= disease  id= 17622692-3-131-141 >asthmatics</span> and non-<span class= disease  id= 17622692-3-150-160 >asthmatics</span>.	17622692	oxidoreductase	prostaglandin-endoperoxide synthase 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006513574909167	2007
CCL18	6362	AlteredExpression	BEFREE	Our results suggest that <span class= gene  id= 23331560-9-25-30 >CCL18</span> and YKL-40 levels and CHIT1 activity are enhanced in allergic airway inflammation and thus may contribute to airway remodelling in <span class= disease  id= 23331560-9-162-168 >asthma</span>.	23331560	signaling molecule	C-C motif chemokine ligand 18	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006513574909167	2012
IL9R	3581	AlteredExpression	BEFREE	Functional expression of <span class= gene  id= 11160343-0-25-38 >IL-9 receptor</span> by human neutrophils from <span class= disease  id= 11160343-0-65-74 >asthmatic</span> donors: role in IL-8 release.	11160343	receptor	interleukin 9 receptor	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006462417751855	2001
IL9R	3581	AlteredExpression	BEFREE	Although the level of <span class= gene  id= 10629460-8-22-27 >IL-9R</span> mRNA expression did not differ in any of the groups (P &gt;.05), <span class= gene  id= 10629460-8-90-95 >IL-9R</span> immunoreactivity was significantly higher in <span class= disease  id= 10629460-8-141-150 >asthmatic</span> compared with control subjects.	10629460	receptor	interleukin 9 receptor	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006462417751855	2000
IL9R	3581	AlteredExpression	BEFREE	We demonstrate significant increases in IL-9 (P &lt;.001) and <span class= gene  id= 11842292-6-59-64 >IL-9R</span> (P &lt;.05) immunoreactivity, as well as increased expression of HCLCA1 mRNA (P &lt;.001), in the epithelium of <span class= disease  id= 11842292-6-171-180 >asthmatic</span> patients compared with that found in control subjects.	11842292	receptor	interleukin 9 receptor	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006462417751855	2002
CRP	1401	AlteredExpression	LHGDN	Serum hs-<span class=gene id=17650829>CRP</span> levels may be related to the state of <span class=disease id=17650829>asthma</span> exacerbation and allergic inflammation.	17650829	null	C-reactive protein	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006290005282267	2007
ADAM8	101	AlteredExpression	BEFREE	ADAM8 mRNA (P = 0.035) and <span class= gene  id= 24147597-8-27-33 >sADAM8</span> protein (P = 0.002) levels were significantly higher in severe <span class= disease  id= 24147597-8-97-103 >asthma</span> compared with controlled <span class= disease  id= 24147597-8-129-135 >asthma</span>.	24147597	null	ADAM metallopeptidase domain 8	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006238848124954	2013
ADAM8	101	AlteredExpression	BEFREE	Increased expression of ADAM33 and <span class= gene  id= 17339047-0-35-40 >ADAM8</span> with disease progression in <span class= disease  id= 17339047-0-69-75 >asthma</span>.	17339047	null	ADAM metallopeptidase domain 8	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006238848124954	2006
ADAM8	101	AlteredExpression	BEFREE	Because genetic studies have shown that ADAM-33 gene polymorphisms are associated with <span class= disease  id= 17088949-3-87-93 >asthma</span>, we designed this study to assess mRNA expression profile of several ADAM and ADAMTS proteases in sputum from patients with <span class= disease  id= 17088949-3-218-224 >asthma</span> and to investigate the relationship between expression of these proteases and <span class= disease  id= 17088949-3-303-309 >asthma</span>-associated inflammation and airway obstruction. mRNA expression profile of selected ADAM and ADAMTS proteinases (<span class= gene  id= 17088949-3-423-429 >ADAM-8</span>, -9, -10, -12, -15, -17, and -33; ADAMTS-1, -2, -15, -16, -17, -18, and -19), their physiological inhibitors TIMP-1 and TIMP-3, and RECK, a membrane-anchored MMP activity regulator, was obtained by RT-PCR analysis performed on cells collected by sputum induction from 21 patients with mild to moderate <span class= disease  id= 17088949-3-732-738 >asthma</span> and 17 healthy individuals. mRNA levels of <span class= gene  id= 17088949-3-782-788 >ADAM-8</span>, ADAM-9, ADAM-12, TIMP-1, and TIMP-3 were significantly increased, whereas mRNA levels coding for ADAMTS-1, ADAMTS-15, and RECK were significantly decreased in patients with asthma compared with control patients.	17088949	null	ADAM metallopeptidase domain 8	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006238848124954	2006
TIMP1	7076	AlteredExpression	BEFREE	We conclude that cells contained in the bronchial secretions from <span class= disease  id= 14968124-7-66-76 >asthmatics</span> express higher amounts of mRNA for MMP-1 and <span class= gene  id= 14968124-7-122-128 >TIMP-1</span>, perhaps related to an increased expression of MCP-1, which might contribute to the extracellular matrix changes observed during airway remodelling.	14968124	null	TIMP metallopeptidase inhibitor 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.006238848124954	2004
ALOX15	246	AlteredExpression	BEFREE	<span class= disease  id= 24571371-6-0-6 >Asthma</span>-specific and smoking-related increases (&gt;1.5-fold expression) in <span class= gene  id= 24571371-6-72-100 >arachidonate 15-lipoxygenase</span> and gamma-glutamyltransferase transcripts were demonstrated.	24571371	oxidoreductase	arachidonate 15-lipoxygenase	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005964121340741	2014
ALOX15	246	AlteredExpression	BEFREE	<span class= gene  id= 23528921-0-0-18 >12/15-lipoxygenase</span> expressed in non-epithelial cells causes airway epithelial injury in <span class= disease  id= 23528921-0-88-94 >asthma</span>.	23528921	oxidoreductase	arachidonate 15-lipoxygenase	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005964121340741	2013
CCL22	6367	AlteredExpression	LHGDN	Elevated bronchial mucosal expression of MDC/CCL22 is implicated in asthma pathogenesis; its action is partly through selective development and retention, or recruitment of T helper type 2, not Th1, receptor-bearing cells.	15944327	signaling molecule	C-C motif chemokine ligand 22	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005964121340741	2005
CCL22	6367	AlteredExpression	BEFREE	Although the total numbers of cells expressing CCR4, CCR8, and CXCR3 did not significantly differ in the asthmatics and controls, there was evidence of selective infiltration of CD4(+)/CCR4(+) T cells in the <span class= disease  id= 15944327-6-208-217 >asthmatic</span> biopsies which correlated with TARC and <span class= gene  id= 15944327-6-258-261 >MDC</span> expression and airway obstruction.	15944327	signaling molecule	C-C motif chemokine ligand 22	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005964121340741	2005
RNASE2	6036	AlteredExpression	LHGDN	Data show that uEPX/c levels did not correlate with established markers of asthma severity and eosinophilic airway inflammation in atopic asthmatic children.	17641730	enzyme modulator; nucleic acid binding; hydrolase	ribonuclease A family member 2	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005740551713841	2007
CD69	969	AlteredExpression	BEFREE	Upregulated <span class= gene  id= 17541278-7-12-16 >CD69</span> expression on locally accumulated basophils in <span class= disease  id= 17541278-7-64-80 >bronchial asthma</span> may be attributed at least in part to a combination of local cytokines, especially IL-3, plus exposure to low levels of IgE-crosslinking allergens.	17541278	signaling molecule	CD69 molecule	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005740551713841	2007
CD69	969	AlteredExpression	LHGDN	IL-3 is a central inducer of CD69 expression/CD69 expression on locally accumulated basophils in bronchial asthma may be partly due to a combination of local cytokines, especially IL-3, plus IgE-cross-linking allergens.	17541278	signaling molecule	CD69 molecule	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005740551713841	2007
CD69	969	AlteredExpression	LHGDN	CD69 transduces a Bcl-2-dependent death signal when ligated by a specific antibody/the function of CD69 appears to be restricted to activated eosinophils, making an ideal target for therapeutic intervention in asthma.	12234263	signaling molecule	CD69 molecule	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005740551713841	2002
TLR7	51284	AlteredExpression	BEFREE	These observations <span class= negexp >could not be</span> attributed to alterations in the numbers of dendritic cell (DC) subsets in <span class= disease  id= 25203745-9-107-113 >asthma</span> or baseline expression of the viral RNA sensing receptors <span class= gene  id= 25203745-9-172-176 >TLR7</span>/TLR8.	25203745	extracellular matrix protein; receptor	toll like receptor 7	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005689394556528	2014
TLR8	51311	AlteredExpression	BEFREE	These observations <span class= negexp >could not be</span> attributed to alterations in the numbers of dendritic cell (DC) subsets in <span class= disease  id= 25203745-9-107-113 >asthma</span> or baseline expression of the viral RNA sensing receptors TLR7/<span class= gene  id= 25203745-9-177-181 >TLR8</span>.	25203745	extracellular matrix protein; receptor	toll like receptor 8	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005689394556528	2014
CDH1	999	AlteredExpression	LHGDN	Rsults suggest that the lower epithelial alpha-catenin, E-cadherin and (or) ZO-1 expression in patients with atopic asthma contributes to a defective airway epithelial barrier and a higher influx of eosinophils in the epithelium.	18418437	null	cadherin 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005689394556528	2008
EDNRA	1909	AlteredExpression	BEFREE	Subjects with the diagnosis of <span class= disease  id= 9988131-3-31-37 >asthma</span> or chronic obstructive pulmonary disease showed significantly higher levels (ratio 0.81 +/- 0.04) of endothelin ET(B) receptor mRNA compared to endothelin <span class= gene  id= 9988131-3-193-197 >ET(A</span>) receptor mRNA.	9988131	receptor	endothelin receptor type A	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005638237399215	1999
EPHX1	2052	AlteredExpression	BEFREE	Children with high <span class= gene  id= 21183608-10-19-24 >EPHX1</span> activity may have increase risk of <span class= disease  id= 21183608-10-60-66 >asthma</span> and wheezing outcomes, and can be mediated through airway oxidative stress generation.	21183608	null	epoxide hydrolase 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005638237399215	2011
PLA2G4A	5321	AlteredExpression	BEFREE	We have previously shown that in rats, sPLA2 and <span class= gene  id= 24204651-2-49-54 >cPLA2</span> play opposing roles in the pathophysiology of ovalbumin (OVA)-induced experimental allergic bronchitis (OVA-EAB), an <span class= disease  id= 24204651-2-172-178 >asthma</span> model: Upon disease induction sPLA2 expression and production of the broncho-constricting CysLTs are elevated, whereas <span class= gene  id= 24204651-2-298-303 >cPLA2</span> expression and the broncho-dilating PGE2 production are suppressed.	24204651	hydrolase	phospholipase A2 group IVA	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005638237399215	2013
IFNA13	3447	AlteredExpression	BEFREE	<span class= gene  id= 24450586-8-0-3 >IFN</span>-&alpha;1, <span class= gene  id= 24450586-8-8-11 >IFN</span>-&beta;1 and IFN-&gamma; mRNA levels correlated with the peak <span class= disease  id= 24450586-8-62-68 >Asthma</span> Index (r = 0.58, P &lt; 0.001; r = 0.57, P = 0.001; and r = 0.51, P = 0.004, respectively).	24450586	signaling molecule	interferon alpha 13	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005429023149632	2014
IFNA13	3447	AlteredExpression	BEFREE	Type III <span class= gene  id= 18564328-0-9-12 >IFN</span>-lambda mRNA expression in sputum of adult and school-aged <span class= disease  id= 18564328-0-71-81 >asthmatics</span>.	18564328	signaling molecule	interferon alpha 13	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005429023149632	2009
IFNA13	3447	AlteredExpression	BEFREE	Our data demonstrate that both <span class= gene  id= 20382746-11-31-34 >IFN</span>s and mitogens stimulate protein synthesis but have differential effects on cell size and contractile protein expression and suggest that combined effects of <span class= gene  id= 20382746-11-192-195 >IFN</span>s and mitogens may contribute to ASM cell growth, contractile protein expression, and ASM remodeling in <span class= disease  id= 20382746-11-299-305 >asthma</span>.	20382746	signaling molecule	interferon alpha 13	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005429023149632	2010
CREB1	1385	AlteredExpression	LHGDN	the expression of p-CREB is related, in asthma, to the persistent inflammation according to the disease severity/expression can be modulated by glucocorticoids in responsive patients.	17573727	null	cAMP responsive element binding protein 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005414667772315	2007
EDNRB	1910	AlteredExpression	BEFREE	Altered ratio of endothelin ET(A)- and <span class= gene  id= 9988131-0-39-43 >ET(B</span>) receptor mRNA in bronchial biopsies from patients with <span class= disease  id= 9988131-0-100-106 >asthma</span> and chronic airway obstruction.	9988131	receptor	endothelin receptor type B	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005414667772315	1999
CHRM2	1129	AlteredExpression	BEFREE	One immunological component of <span class= disease  id= 12948933-1-31-37 >asthma</span> is believed to be the interaction of eosinophils with parasympathetic cholinergic nerves and a consequent inhibition of acetylcholine <span class= gene  id= 12948933-1-172-194 >muscarinic M2 receptor</span> activity, leading to enhanced acetylcholine release and bronchoconstriction.	12948933	receptor	cholinergic receptor muscarinic 2	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005363510615002	2003
IL13RA2	3598	AlteredExpression	BEFREE	Immunohistochemistry demonstrated that both subunits of <span class= gene  id= 10699178-6-56-62 >IL-13R</span> are prominently expressed in bronchial epithelium and smooth muscle from <span class= disease  id= 10699178-6-136-145 >asthmatic</span> subjects.	10699178	defense/immunity protein; signaling molecule	interleukin 13 receptor subunit alpha 2	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005363510615002	2000
TACR2	6865	AlteredExpression	BEFREE	Relationship between <span class= gene  id= 16961715-0-21-42 >neurokinin 2 receptor</span> gene polymorphisms and serum vascular endothelial growth factor levels in patients with toluene diisocyanate-induced <span class= disease  id= 16961715-0-160-166 >asthma</span>.	16961715	receptor	tachykinin receptor 2	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005363510615002	2007
VIP	7432	AlteredExpression	BEFREE	Since we observed, in asthmatic patients, an increase in both FKN and <span class= gene  id= 16424217-9-70-73 >VIP</span> expression by airway smooth muscle and a positive correlation between <span class= gene  id= 16424217-9-144-147 >VIP</span> staining and mast cell infiltration of the smooth muscle layer, we conclude that HASMC-derived FKN may contribute to mast cell recruitment in <span class= disease  id= 16424217-9-290-296 >asthma</span>.	16424217	signaling molecule	vasoactive intestinal peptide	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.005088783830789	2006
F2RL1	2150	AlteredExpression	BEFREE	<span class= gene  id= 18077203-2-0-5 >PAR-2</span> expression is known to be upregulated in respiratory epithelium subsequent to inflammation in <span class= disease  id= 18077203-2-100-106 >asthma</span> and chronic obstructive pulmonary disease (COPD).	18077203	null	F2R like trypsin receptor 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.004930726738519	2007
F2RL1	2150	AlteredExpression	BEFREE	Peripheral blood eosinophils isolated from <span class= disease  id= 15467372-6-43-52 >asthmatic</span> individuals were activated using various concentrations of tryptase- and <span class= gene  id= 15467372-6-126-155 >protease-activated receptor-2</span> (<span class= gene  id= 15467372-6-157-162 >PAR-2</span>)-activating peptides (<span class= gene  id= 15467372-6-185-190 >PAR-2</span> AP).	15467372	null	F2R like trypsin receptor 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.004930726738519	2004
F2RL1	2150	AlteredExpression	BEFREE	Increased <span class= gene  id= 26658828-0-10-39 >Protease-Activated Receptor-2</span> (<span class= gene  id= 26658828-0-41-46 >PAR-2</span>) Expression on CD14++CD16+ Peripheral Blood Monocytes of Patients with Severe <span class= disease  id= 26658828-0-125-131 >Asthma</span>.	26658828	null	F2R like trypsin receptor 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.004930726738519	2015
F2RL1	2150	AlteredExpression	BEFREE	We determined the influence of chronic smoking and <span class= disease  id= 12589358-2-51-57 >asthma</span> on the expression of PAR-1 and <span class= gene  id= 12589358-2-89-94 >PAR-2</span> receptors on alveolar macrophages (AMs).	12589358	null	F2R like trypsin receptor 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.004930726738519	2003
F2RL1	2150	AlteredExpression	BEFREE	<span class= gene  id= 24551046-0-0-29 >Protease activated receptor-2</span> expression and function in <span class= disease  id= 24551046-0-57-66 >asthmatic</span> bronchial smooth muscle.	24551046	null	F2R like trypsin receptor 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.004930726738519	2013
IL17F	112744	AlteredExpression	BEFREE	Identification of a novel <span class= gene  id= 11591768-0-26-40 >cytokine, ML-1</span>, and its expression in subjects with <span class= disease  id= 11591768-0-78-84 >asthma</span>.	11591768	signaling molecule	interleukin 17F	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.004604842796993	2001
NFE2L2	4780	AlteredExpression	BEFREE	Our findings implicate a potential therapeutic value for artesunate in the treatment of <span class= disease  id= 22634146-13-88-94 >asthma</span> via the amelioration of oxidative damage in allergic airways, and it may act by suppressing pro-oxidants and restoring the activities and expression of antioxidants via activation of <span class= gene  id= 22634146-13-278-282 >Nrf2</span>.	22634146	transcription factor; cytoskeletal protein; protease; nucleic acid binding; hydrolase	nuclear factor, erythroid 2 like 2	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.004604842796993	2012
NFE2L2	4780	AlteredExpression	BEFREE	Thiol redox disturbances in children with severe <span class= disease  id= 21514635-0-49-55 >asthma</span> are associated with posttranslational modification of the transcription factor <span class= gene  id= 21514635-0-135-178 >nuclear factor (erythroid-derived 2)-like 2</span>.	21514635	transcription factor; cytoskeletal protein; protease; nucleic acid binding; hydrolase	nuclear factor, erythroid 2 like 2	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.004604842796993	2011
