drugbank_id	gene	gene_name	HGNC	drug_name	drug_type	action	simplified_action	known_action	taxid
DB03128	ACHE	Acetylcholinesterase	HGNC:108	Acetylcholine	small molecule		other	unknown	9606
DB03128	CHRM1	Muscarinic acetylcholine receptor M1	HGNC:1950	Acetylcholine	small molecule		other	unknown	9606
DB03128	CHRM2	Muscarinic acetylcholine receptor M2	HGNC:1951	Acetylcholine	small molecule		other	unknown	9606
DB03128	CHRM3	Muscarinic acetylcholine receptor M3	HGNC:1952	Acetylcholine	small molecule		other	unknown	9606
DB03128	CHRM4	Muscarinic acetylcholine receptor M4	HGNC:1953	Acetylcholine	small molecule		other	unknown	9606
DB03128	CHRNA7	Neuronal acetylcholine receptor subunit alpha-7	HGNC:1960	Acetylcholine	small molecule		other	unknown	9606
DB03129	PRSS3	Trypsin-3	HGNC:9486	[3-(1,3,2-Dioxaborolan-2-Yloxy)Propyl]Guanidine	small molecule		other	unknown	9606
DB03130	GLO1	Lactoylglutathione lyase	HGNC:4323	S-P-Nitrobenzyloxycarbonylglutathione	small molecule		other	unknown	9606
DB03132	TPI1	Triosephosphate isomerase	HGNC:12009	3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid	small molecule		other	unknown	9606
DB03133	PYGM	Glycogen phosphorylase, muscle form	HGNC:9726	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole	small molecule		other	unknown	9606
DB03135	TPI1	Triosephosphate isomerase	HGNC:12009	[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid	small molecule		other	unknown	9606
DB03136	F2	Prothrombin	HGNC:3535	4-Iodobenzo[B]Thiophene-2-Carboxamidine	small molecule		other	unknown	9606
DB03136	PLAU	Urokinase-type plasminogen activator	HGNC:9052	4-Iodobenzo[B]Thiophene-2-Carboxamidine	small molecule		other	unknown	9606
DB03136	PRSS1	Trypsin-1	HGNC:9475	4-Iodobenzo[B]Thiophene-2-Carboxamidine	small molecule		other	unknown	9606
DB03137	HSP90AA1	Heat shock protein HSP 90-alpha	HGNC:5253	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine	small molecule		other	unknown	9606
DB03144	ARG1	Arginase-1	HGNC:663	N-Omega-Hydroxy-L-Arginine	small molecule		other	unknown	9606
DB03144	NOS1	Nitric oxide synthase, brain	HGNC:7872	N-Omega-Hydroxy-L-Arginine	small molecule		other	unknown	9606
DB03144	NOS2	Nitric oxide synthase, inducible	HGNC:7873	N-Omega-Hydroxy-L-Arginine	small molecule		other	unknown	9606
DB03144	NOS3	Nitric oxide synthase, endothelial	HGNC:7876	N-Omega-Hydroxy-L-Arginine	small molecule		other	unknown	9606
DB03147	ACAD8	Isobutyryl-CoA dehydrogenase, mitochondrial	HGNC:87	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	HGNC:89	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	ACADS	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	HGNC:90	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	ACOX1	Peroxisomal acyl-coenzyme A oxidase 1	HGNC:119	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	AIFM1	Apoptosis-inducing factor 1, mitochondrial	HGNC:8768	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	CYB5R1	NADH-cytochrome b5 reductase 1	HGNC:13397	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	CYB5R3	NADH-cytochrome b5 reductase 3	HGNC:2873	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	DAO	D-amino-acid oxidase	HGNC:2671	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	DLD	Dihydrolipoyl dehydrogenase, mitochondrial	HGNC:2898	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	HGNC:3012	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	ERO1B	ERO1-like protein beta	HGNC:14355	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	FDXR	NADPH:adrenodoxin oxidoreductase, mitochondrial	HGNC:3642	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	GCDH	Glutaryl-CoA dehydrogenase, mitochondrial	HGNC:4189	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	GFER	FAD-linked sulfhydryl oxidase ALR	HGNC:4236	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	GSR	Glutathione reductase, mitochondrial	HGNC:4623	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	IL4I1	L-amino-acid oxidase	HGNC:19094	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	HGNC:6186	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	MAOA	Amine oxidase [flavin-containing] A	HGNC:6833	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	MAOB	Amine oxidase [flavin-containing] B	HGNC:6834	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	NDUFA9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	HGNC:7693	Flavin adenine dinucleotide	small molecule	cofactor	other	unknown	9606
DB03147	NOS1	Nitric oxide synthase, brain	HGNC:7872	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	NQO1	NAD(P)H dehydrogenase [quinone] 1	HGNC:2874	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone]	HGNC:7856	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	POR	NADPH--cytochrome P450 reductase	HGNC:9208	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	TXNRD1	Thioredoxin reductase 1, cytoplasmic	HGNC:12437	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03147	XDH	Xanthine dehydrogenase/oxidase	HGNC:12805	Flavin adenine dinucleotide	small molecule		other	unknown	9606
DB03150	DTYMK	Thymidylate kinase	HGNC:3061	2',3'-Dideoxythymidine-5'-Monophosphate	small molecule		other	unknown	9606
DB03152	RHO	Rhodopsin	HGNC:10012	B-2-Octylglucoside	small molecule		other	unknown	9606
DB03152	TGM3	Protein-glutamine gamma-glutamyltransferase E	HGNC:11779	B-2-Octylglucoside	small molecule		other	unknown	9606
DB03153	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	HGNC:5157	3h-Pyrazolo[4,3-D]Pyrimidin-7-Ol	small molecule		other	unknown	9606
DB03154	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	HGNC:9642	{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid	small molecule		other	unknown	9606
DB03155	RNASE1	Ribonuclease pancreatic	HGNC:10044	1-(2-Deoxy-2-Fluoro-3-O-Phosphono-Beta-L-Ribofuranosyl)Pyrimidine-2,4(1h,3h)-Dione	small molecule		other	unknown	9606
DB03158	INPP5B	Type II inositol 1,4,5-trisphosphate 5-phosphatase	HGNC:6077	D-Myo-Inositol-1,4-Bisphosphate	small molecule		other	unknown	9606
DB03159	F2	Prothrombin	HGNC:3535	CRA_8696	small molecule		other	unknown	9606
DB03159	PLAU	Urokinase-type plasminogen activator	HGNC:9052	CRA_8696	small molecule		other	unknown	9606
DB03159	PRSS1	Trypsin-1	HGNC:9475	CRA_8696	small molecule		other	unknown	9606
DB03169	HMGCR	3-hydroxy-3-methylglutaryl-coenzyme A reductase	HGNC:5006	(S)-Hmg-Coa	small molecule		other	unknown	9606
DB03173	PRSS1	Trypsin-1	HGNC:9475	CRA_10433	small molecule		other	unknown	9606
DB03175	LYZ	Lysozyme C	HGNC:6740	Propyl alcohol	small molecule		other	unknown	9606
DB03176	THRA	Thyroid hormone receptor alpha	HGNC:11796	3,5-Dichloro-4-[(4-Hydroxy-3-Isopropylphenoxy)Phenylacetic Acid	small molecule		other	unknown	9606
DB03176	THRB	Thyroid hormone receptor beta	HGNC:11799	3,5-Dichloro-4-[(4-Hydroxy-3-Isopropylphenoxy)Phenylacetic Acid	small molecule		other	unknown	9606
DB03179	COMTD1	Catechol O-methyltransferase domain-containing protein 1	HGNC:26309	Sinapoyl Coenzyme A	small molecule		other	unknown	9606
DB03181	THRB	Thyroid hormone receptor beta	HGNC:11799	2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione	small molecule		other	unknown	9606
DB03182	CS	Citrate synthase, mitochondrial	HGNC:2422	Alpha-Fluoro-Carboxymethyldethia Coenzyme a Complex	small molecule		other	unknown	9606
DB03183	PDE4D	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	HGNC:8783	1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	small molecule		other	unknown	9606
DB03185	CDA	Cytidine deaminase	HGNC:1712	1-Beta-Ribofuranosyl-1,3-Diazepinone	small molecule		other	unknown	9606
DB03186	RNASE1	Ribonuclease pancreatic	HGNC:10044	U-Pi-a-Pi	small molecule		other	unknown	9606
DB03187	GCSH	Glycine cleavage system H protein, mitochondrial	HGNC:4208	6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid	small molecule		other	unknown	9606
DB03189	LYZ	Lysozyme C	HGNC:6740	Cu-Cyclam	small molecule		other	unknown	9606
DB03191	MAT1A	S-adenosylmethionine synthase isoform type-1	HGNC:6903	3-Oxiran-2ylalanine	small molecule		other	unknown	9606
DB03192	HSD17B4	Peroxisomal multifunctional enzyme type 2	HGNC:5213	3r-Hydroxydecanoyl-Coa	small molecule		other	unknown	9606
DB03193	PLA2G2D	Group IID secretory phospholipase A2	HGNC:9033	Stearic acid	small molecule		other	unknown	9606
DB03193	PPARA	Peroxisome proliferator-activated receptor alpha	HGNC:9232	Stearic acid	small molecule		other	unknown	9606
DB03194	MBL2	Mannose-binding protein C	HGNC:6922	beta-L-methyl-fucose	small molecule		other	unknown	9606
DB03195	DTYMK	Thymidylate kinase	HGNC:3061	Phosphoric Acid Mono-[3-Fluoro-5-(5-Methyl-2,4-Dioxo-3,4-Dihydro-2h-Pyrimidin-1-Yl)-Tetrahyro-Furan-2-Ylmethyl] Ester	small molecule		other	unknown	9606
DB03201	CPA1	Carboxypeptidase A1	HGNC:2296	D-Cysteine	small molecule		other	unknown	9606
DB03202	CELA1	Chymotrypsin-like elastase family member 1	HGNC:3308	2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide	small molecule		other	unknown	9606
DB03203	GLTP	Glycolipid transfer protein	HGNC:24867	Sphingosine	small molecule		other	unknown	9606
DB03203	PVR	Poliovirus receptor	HGNC:9705	Sphingosine	small molecule		other	unknown	9606
DB03206	MAN1B1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	HGNC:6823	Duvoglustat	small molecule		other	unknown	9606
DB03207	MMP8	Neutrophil collagenase	HGNC:7175	2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid	small molecule		other	unknown	9606
DB03213	PRSS1	Trypsin-1	HGNC:9475	Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone	small molecule		other	unknown	9606
DB03214	ACCS	1-aminocyclopropane-1-carboxylate synthase-like protein 1	HGNC:23989	Vinylglycine	small molecule		other	unknown	9606
DB03214	IL4I1	L-amino-acid oxidase	HGNC:19094	Vinylglycine	small molecule		other	unknown	9606
DB03216	AHCY	Adenosylhomocysteinase	HGNC:343	(1'r,2's)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-Yl)Adenine	small molecule		other	unknown	9606
DB03217	SRC	Proto-oncogene tyrosine-protein kinase Src	HGNC:11283	DPI59	small molecule		other	unknown	9606
DB03218	PYGM	Glycogen phosphorylase, muscle form	HGNC:9726	N-Acetyl-N'-Beta-D-Glucopyranosyl Urea	small molecule		other	unknown	9606
DB03220	ADA	Adenosine deaminase	HGNC:186	FR233623	small molecule		other	unknown	9606
DB03221	CA2	Carbonic anhydrase 2	HGNC:1373	AL7099A	small molecule		other	unknown	9606
DB03222	POLB	DNA polymerase beta	HGNC:9174	dATP	small molecule		other	unknown	9606
DB03223	EEF2	Elongation factor 2	HGNC:3214	Diphthamide	small molecule		other	unknown	9606
DB03225	DAO	D-amino-acid oxidase	HGNC:2671	D-Tryptophan	small molecule		other	unknown	9606
DB03226	ADH1C	Alcohol dehydrogenase 1C	HGNC:251	Trifluoroethanol	small molecule		other	unknown	9606
DB03226	HRAS	GTPase HRas	HGNC:5173	Trifluoroethanol	small molecule		other	unknown	9606
DB03227	BST1	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	HGNC:1118	Nicotinamide Mononucleotide	small molecule		other	unknown	9606
DB03227	NMNAT1	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	HGNC:17877	Nicotinamide Mononucleotide	small molecule		other	unknown	9606
DB03227	NMNAT3	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3	HGNC:20989	Nicotinamide Mononucleotide	small molecule		other	unknown	9606
DB03233	DTYMK	Thymidylate kinase	HGNC:3061	Phosphoric Acid Mono-[3-Amino-5-(5-Methyl-2,4-Dioxo-3,4-Dihydro-2h-Pyrimidin-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester	small molecule		other	unknown	9606
DB03240	GRIA2	Glutamate receptor 2	HGNC:4572	(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid	small molecule		other	unknown	9606
DB03243	PRSS1	Trypsin-1	HGNC:9475	4-Fluorobenzylamine	small molecule		other	unknown	9606
DB03245	GCDH	Glutaryl-CoA dehydrogenase, mitochondrial	HGNC:4189	S-4-Nitrobutyryl-Coa	small molecule		other	unknown	9606
DB03247	BLVRB	Flavin reductase (NADPH)	HGNC:1063	Riboflavin Monophosphate	small molecule		other	unknown	9606
DB03247	DHODH	Dihydroorotate dehydrogenase (quinone), mitochondrial	HGNC:2867	Riboflavin Monophosphate	small molecule		other	unknown	9606
DB03247	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	HGNC:3012	Riboflavin Monophosphate	small molecule		other	unknown	9606
DB03247	HAO1	Hydroxyacid oxidase 1	HGNC:4809	Riboflavin Monophosphate	small molecule		other	unknown	9606
DB03247	HAO2	Hydroxyacid oxidase 2	HGNC:4810	Riboflavin Monophosphate	small molecule		other	unknown	9606
DB03247	NOS1	Nitric oxide synthase, brain	HGNC:7872	Riboflavin Monophosphate	small molecule		other	unknown	9606
DB03247	PNPO	Pyridoxine-5'-phosphate oxidase	HGNC:30260	Riboflavin Monophosphate	small molecule		other	unknown	9606
DB03247	POR	NADPH--cytochrome P450 reductase	HGNC:9208	Riboflavin Monophosphate	small molecule		other	unknown	9606
DB03247	PPCDC	Phosphopantothenoylcysteine decarboxylase	HGNC:28107	Riboflavin Monophosphate	small molecule		other	unknown	9606
DB03247	RFK	Riboflavin kinase	HGNC:30324	Riboflavin Monophosphate	small molecule		other	unknown	9606
DB03247	RPS6KA4	Ribosomal protein S6 kinase alpha-4	HGNC:10433	Riboflavin Monophosphate	small molecule		other	unknown	9606
DB03247	SGK1	Serine/threonine-protein kinase Sgk1	HGNC:10810	Riboflavin Monophosphate	small molecule		other	unknown	9606
DB03250	PYGM	Glycogen phosphorylase, muscle form	HGNC:9726	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole	small molecule		other	unknown	9606
DB03251	PRSS1	Trypsin-1	HGNC:9475	RWJ-51084	small molecule		other	unknown	9606
DB03253	DPP4	Dipeptidyl peptidase 4	HGNC:3009	(2s)-Pyrrolidin-2-Ylmethylamine	small molecule		other	unknown	9606
DB03255	ALB	Serum albumin	HGNC:399	Phenol	small molecule		other	unknown	9606
DB03256	FTCD	Formimidoyltransferase-cyclodeaminase	HGNC:3974	(6R)-Folinic acid	small molecule		other	unknown	9606
DB03262	CA2	Carbonic anhydrase 2	HGNC:1373	Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	small molecule		other	unknown	9606
DB03267	PCK1	Phosphoenolpyruvate carboxykinase, cytosolic [GTP]	HGNC:8724	1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine	small molecule		other	unknown	9606
DB03268	SRC	Proto-oncogene tyrosine-protein kinase Src	HGNC:11283	RU82197	small molecule		other	unknown	9606
DB03270	CA2	Carbonic anhydrase 2	HGNC:1373	2,6-Difluorobenzenesulfonamide	small molecule		other	unknown	9606
DB03273	AHCY	Adenosylhomocysteinase	HGNC:343	3'-Oxo-Adenosine	small molecule		other	unknown	9606
DB03276	GRB2	Growth factor receptor-bound protein 2	HGNC:4566	4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid	small molecule		other	unknown	9606
DB03277	AMY2B	Alpha-amylase 2B	HGNC:478	alpha-maltotriose	small molecule		other	unknown	9606
DB03279	RARG	Retinoic acid receptor gamma	HGNC:9866	Dodecyl-Alpha-D-Maltoside	small molecule		other	unknown	9606
DB03280	DTYMK	Thymidylate kinase	HGNC:3061	P1-(5'-Adenosyl)P5-(5'-Thymidyl)Pentaphosphate	small molecule		other	unknown	9606
DB03283	ACHE	Acetylcholinesterase	HGNC:108	beta-L-fucose	small molecule		other	unknown	9606
DB03286	PYGM	Glycogen phosphorylase, muscle form	HGNC:9726	C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide	small molecule		other	unknown	9606
DB03288	PYGL	Glycogen phosphorylase, liver form	HGNC:9725	5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide	small molecule		other	unknown	9606
DB03292	PSPH	Phosphoserine phosphatase	HGNC:9577	3-Phosphono-D-alanine	small molecule		other	unknown	9606
DB03294	CA2	Carbonic anhydrase 2	HGNC:1373	1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide	small molecule		other	unknown	9606
DB03297	CMA1	Chymase	HGNC:2097	Benzylsulfinic Acid	small molecule		other	unknown	9606
DB03297	HPN	Serine protease hepsin	HGNC:5155	Benzylsulfinic Acid	small molecule		other	unknown	9606
DB03297	SOD2	Superoxide dismutase [Mn], mitochondrial	HGNC:11180	Benzylsulfinic Acid	small molecule		other	unknown	9606
DB03298	SRC	Proto-oncogene tyrosine-protein kinase Src	HGNC:11283	Phenylphosphate	small molecule		other	unknown	9606
DB03305	NOS3	Nitric oxide synthase, endothelial	HGNC:7876	N5-Iminoethyl-L-Ornithine	small molecule		other	unknown	9606
DB03306	SRC	Proto-oncogene tyrosine-protein kinase Src	HGNC:11283	RU78300	small molecule		other	unknown	9606
DB03307	CDK2	Cyclin-dependent kinase 2	HGNC:1771	4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide	small molecule		other	unknown	9606
DB03309	EN2	Homeobox protein engrailed-2	HGNC:3343	N-Cyclohexyltaurine	small molecule		other	unknown	9606
DB03309	SULT2B1	Sulfotransferase family cytosolic 2B member 1	HGNC:11459	N-Cyclohexyltaurine	small molecule		other	unknown	9606
DB03310	GSR	Glutathione reductase, mitochondrial	HGNC:4623	Glutathione disulfide	small molecule		other	unknown	9606
DB03310	GSTM2	Glutathione S-transferase Mu 2	HGNC:4634	Glutathione disulfide	small molecule		other	unknown	9606
DB03311	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	HGNC:9642	3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide	small molecule		other	unknown	9606
DB03314	GSTM1	Glutathione S-transferase Mu 1	HGNC:4632	Fluorotryptophane	small molecule		other	unknown	9606
DB03314	TPI1	Triosephosphate isomerase	HGNC:12009	Fluorotryptophane	small molecule		other	unknown	9606
DB03316	EPN1	Epsin-1	HGNC:21604	1,4-Diethylene Dioxide	small molecule		other	unknown	9606
DB03316	TGFB3	Transforming growth factor beta-3	HGNC:11769	1,4-Diethylene Dioxide	small molecule		other	unknown	9606
DB03316	TNFSF13B	Tumor necrosis factor ligand superfamily member 13B	HGNC:11929	1,4-Diethylene Dioxide	small molecule		other	unknown	9606
DB03317	CYCS	Cytochrome c	HGNC:19986	Heme C	small molecule		other	unknown	9606
DB03317	CYP2C9	Cytochrome P450 2C9	HGNC:2623	Heme C	small molecule		other	unknown	9606
DB03319	GRIA2	Glutamate receptor 2	HGNC:4572	(S)-ATPA	small molecule		other	unknown	9606
DB03323	AMY2B	Alpha-amylase 2B	HGNC:478	Maltose	small molecule		other	unknown	9606
DB03326	RNASE1	Ribonuclease pancreatic	HGNC:10044	deoxycytidylyl-3',5'-guanosine	small molecule		other	unknown	9606
DB03328	XDH	Xanthine dehydrogenase/oxidase	HGNC:12805	dioxothiomolybdenum(VI) ion	small molecule		other	unknown	9606
DB03329	CTSB	Cathepsin B	HGNC:2527	2-Pyridinethiol	small molecule		other	unknown	9606
DB03330	GLO1	Lactoylglutathione lyase	HGNC:4323	S-(N-Hydroxy-N-Iodophenylcarbamoyl)Glutathione	small molecule		other	unknown	9606
DB03331	GAPDHS	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	HGNC:24864	N-Naphthalen-1-Ylmethyl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine	small molecule		other	unknown	9606
DB03332	NOS3	Nitric oxide synthase, endothelial	HGNC:7876	5,6-Cyclic-Tetrahydropteridine	small molecule		other	unknown	9606
DB03333	CA2	Carbonic anhydrase 2	HGNC:1373	(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester	small molecule		other	unknown	9606
DB03336	COMT	Catechol O-methyltransferase	HGNC:2228	BIA	small molecule		other	unknown	9606
DB03337	PRSS1	Trypsin-1	HGNC:9475	1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea	small molecule		other	unknown	9606
DB03338	FKBP1A	Peptidyl-prolyl cis-trans isomerase FKBP1A	HGNC:3711	Heptyl-Beta-D-Glucopyranoside	small molecule		other	unknown	9606
DB03338	PPARD	Peroxisome proliferator-activated receptor delta	HGNC:9235	Heptyl-Beta-D-Glucopyranoside	small molecule		other	unknown	9606
DB03341	AANAT	Serotonin N-acetyltransferase	HGNC:19	Coa-S-Acetyl 5-Bromotryptamine	small molecule		other	unknown	9606
DB03344	CYTH3	Cytohesin-3	HGNC:9504	Inositol-(1,3,4,5,6)-Pentakisphosphate	small molecule		other	unknown	9606
DB03345	GLO1	Lactoylglutathione lyase	HGNC:4323	Beta-Mercaptoethanol	small molecule		other	unknown	9606
DB03345	LGALS1	Galectin-1	HGNC:6561	Beta-Mercaptoethanol	small molecule		other	unknown	9606
DB03345	PNPO	Pyridoxine-5'-phosphate oxidase	HGNC:30260	Beta-Mercaptoethanol	small molecule		other	unknown	9606
DB03345	SCMH1	Polycomb protein SCMH1	HGNC:19003	Beta-Mercaptoethanol	small molecule		other	unknown	9606
DB03345	SERPINA1	Alpha-1-antitrypsin	HGNC:8941	Beta-Mercaptoethanol	small molecule		other	unknown	9606
DB03346	SULT1E1	Estrogen sulfotransferase	HGNC:11377	3,5,3',5'-Tetrachloro-Biphenyl-4,4'-Diol	small molecule		other	unknown	9606
DB03347	TP53	Cellular tumor antigen p53	HGNC:11998	Triethyl Phosphate	small molecule		other	unknown	9606
DB03348	ACHE	Acetylcholinesterase	HGNC:108	Huperzine B	small molecule		other	unknown	9606
DB03349	HINT1	Histidine triad nucleotide-binding protein 1	HGNC:4912	8-Bromo-Adenosine-5'-Monophosphate	small molecule		other	unknown	9606
DB03349	PDE4B	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	HGNC:8781	8-Bromo-Adenosine-5'-Monophosphate	small molecule		other	unknown	9606
DB03351	DHFR	Dihydrofolate reductase	HGNC:2861	Sri-9439	small molecule		other	unknown	9606
DB03354	PYGM	Glycogen phosphorylase, muscle form	HGNC:9726	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole	small molecule		other	unknown	9606
DB03359	ACHE	Acetylcholinesterase	HGNC:108	M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene	small molecule		other	unknown	9606
DB03365	CDK2	Cyclin-dependent kinase 2	HGNC:1771	4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline	small molecule		other	unknown	9606
DB03366	AK2	Adenylate kinase 2, mitochondrial	HGNC:362	Imidazole	small molecule		other	unknown	9606
DB03366	CYCS	Cytochrome c	HGNC:19986	Imidazole	small molecule		other	unknown	9606
DB03366	DMC1	Meiotic recombination protein DMC1/LIM15 homolog	HGNC:2927	Imidazole	small molecule		other	unknown	9606
DB03366	GPHN	Gephyrin	HGNC:15465	Imidazole	small molecule		other	unknown	9606
DB03366	LTA4H	Leukotriene A-4 hydrolase	HGNC:6710	Imidazole	small molecule		other	unknown	9606
DB03366	MB	Myoglobin	HGNC:6915	Imidazole	small molecule		other	unknown	9606
DB03366	MYO1E	Unconventional myosin-Ie	HGNC:7599	Imidazole	small molecule		other	unknown	9606
DB03366	NOS2	Nitric oxide synthase, inducible	HGNC:7873	Imidazole	small molecule		other	unknown	9606
DB03366	PIM1	Serine/threonine-protein kinase pim-1	HGNC:8986	Imidazole	small molecule		other	unknown	9606
DB03367	MMP12	Macrophage metalloelastase	HGNC:7158	PF-00356231	small molecule		other	unknown	9606
DB03368	MMP3	Stromelysin-1	HGNC:7173	5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione	small molecule		other	unknown	9606
DB03370	ADA	Adenosine deaminase	HGNC:186	FR239087	small molecule		other	unknown	9606
DB03372	IL2	Interleukin-2	HGNC:6001	3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One	small molecule		other	unknown	9606
DB03373	PRSS1	Trypsin-1	HGNC:9475	ZK-806711	small molecule		other	unknown	9606
DB03374	IYD	Iodotyrosine deiodinase 1	HGNC:21071	3,5-Diiodotyrosine	small molecule		other	unknown	9606
DB03374	PKIA	cAMP-dependent protein kinase inhibitor alpha	HGNC:9017	3,5-Diiodotyrosine	small molecule		other	unknown	9606
DB03374	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	HGNC:9380	3,5-Diiodotyrosine	small molecule		other	unknown	9606
DB03374	PRSS1	Trypsin-1	HGNC:9475	3,5-Diiodotyrosine	small molecule		other	unknown	9606
DB03376	EPRS	Bifunctional glutamate/proline--tRNA ligase	HGNC:3418	'5'-O-(N-(L-Alanyl)-Sulfamoyl)Adenosine	small molecule		other	unknown	9606
DB03379	TPI1	Triosephosphate isomerase	HGNC:12009	2-Carboxyethylphosphonic Acid	small molecule		other	unknown	9606
DB03380	BPHL	Valacyclovir hydrolase	HGNC:1094	L-Tyrosinamide	small molecule		other	unknown	9606
DB03380	NPY	Pro-neuropeptide Y	HGNC:7955	L-Tyrosinamide	small molecule		other	unknown	9606
